ano,mes,hora,tipo_crime,bairro,latitude,longitude,qtd_ocorrencias
2024,11,7,Furto,Brás,-23.528276,-46.614663,1
2024,11,20,Furto,Santo Amaro,-23.646468,-46.707286,1
2024,2,18,Roubo,Barra Funda,-23.536069,-46.673598,1
2022,9,16,Furto,Bela Vista,-23.552221,-46.643815,1
2022,7,19,Roubo,Casa Verde,-23.50746,-46.656187,2
2023,3,17,Furto de Veículo,Lapa,-23.535816,-46.705794,1
2023,11,18,Roubo,Itaim Bibi,-23.578519,-46.699786,1
2022,1,20,Furto,Capão Redondo,-23.665194,-46.758546,3
2023,7,14,Furto,Consolação,-23.563637,-46.664849,3
2024,10,2,Roubo,Brasilândia,-23.424921,-46.697725,1
2024,2,20,Furto,Mooca,-23.556655,-46.591978,1
2022,4,21,Roubo,Pinheiros,-23.56341,-46.679246,1
2024,9,10,Furto,Pinheiros,-23.562321,-46.687208,1
2023,5,17,Roubo,Santo Amaro,-23.637816,-46.716316,1
2024,6,17,Furto,Pinheiros,-23.559022,-46.686911,2
2024,11,18,Roubo de Veículo,Cidade Tiradentes,-23.599759,-46.397048,2
2023,12,0,Furto de Veículo,Ipiranga,-23.594201,-46.612002,2
2022,4,14,Furto de Veículo,Mooca,-23.55335,-46.621156,1
2022,2,21,Homicídio,Barra Funda,-23.513136,-46.672005,2
2023,5,23,Furto,Brás,-23.55759,-46.616276,2
2024,4,17,Roubo,Vila Guilherme,-23.526112,-46.629256,3
2023,3,16,Furto,Pirituba,-23.477328,-46.726579,2
2024,8,21,Furto,Itaquera,-23.540123,-46.459502,1
2022,12,12,Tráfico de Entorpecentes,Santana,-23.495058,-46.617806,2
2024,1,12,Furto,Capão Redondo,-23.676461,-46.747973,3
2022,1,9,Roubo,Centro,-23.560849,-46.628039,2
2024,8,22,Tráfico de Entorpecentes,Casa Verde,-23.502056,-46.669913,1
2022,7,14,Roubo,Cidade Tiradentes,-23.583693,-46.38208,1
2024,1,0,Tráfico de Entorpecentes,Centro,-23.548268,-46.639476,1
2022,10,15,Tráfico de Entorpecentes,Brás,-23.53504,-46.630658,1
2022,7,11,Furto,Itaim Bibi,-23.594492,-46.698814,2
2024,7,8,Furto de Veículo,Brooklin,-23.619284,-46.692777,1
2024,10,20,Roubo,Vila Guilherme,-23.519558,-46.615993,1
2024,12,12,Roubo de Veículo,Bela Vista,-23.547766,-46.654491,1
2024,3,11,Roubo,Santo Amaro,-23.652499,-46.705458,3
2024,12,12,Lesão Corporal,Brasilândia,-23.43056,-46.713353,1
2022,6,11,Roubo,Consolação,-23.550552,-46.660828,1
2024,8,7,Lesão Corporal,Guaianazes,-23.540259,-46.381155,1
2023,7,15,Roubo de Veículo,São Miguel,-23.48103,-46.454553,1
2023,6,8,Furto de Veículo,Santo Amaro,-23.646817,-46.718479,1
2022,5,20,Furto,Penha,-23.525755,-46.536213,1
2023,8,3,Furto,Pirituba,-23.476276,-46.728595,3
2023,10,1,Roubo de Veículo,Penha,-23.526519,-46.532203,2
2022,9,9,Roubo,Liberdade,-23.570232,-46.63285,3
2024,2,23,Furto de Veículo,Bela Vista,-23.558302,-46.637496,3
2024,4,9,Furto de Veículo,Sé,-23.553991,-46.63038,2
2023,6,20,Furto,Santana,-23.503665,-46.619081,1
2023,3,1,Furto,Jardins,-23.578052,-46.660169,3
2024,11,12,Furto,Santo Amaro,-23.652342,-46.702971,1
2022,4,17,Roubo,Penha,-23.536479,-46.54426,3
2022,4,13,Roubo,Lapa,-23.516971,-46.710713,1
2022,3,19,Furto de Veículo,São Miguel,-23.478337,-46.446206,1
2023,3,10,Tráfico de Entorpecentes,Penha,-23.53807,-46.538704,1
2023,8,11,Furto,Campo Limpo,-23.639335,-46.747624,1
2023,11,14,Furto,Campo Limpo,-23.622868,-46.752473,1
2024,12,9,Roubo,Bela Vista,-23.549458,-46.659415,2
2024,1,11,Furto de Veículo,Santana,-23.505362,-46.622874,1
2024,8,9,Roubo,Penha,-23.520576,-46.549195,2
2024,10,16,Roubo,Ipiranga,-23.593231,-46.610608,2
2022,3,17,Furto,Sacomã,-23.616482,-46.60589,1
2022,11,0,Furto,Lapa,-23.513925,-46.712347,3
2023,4,3,Lesão Corporal,Itaquera,-23.542324,-46.450006,1
2024,9,3,Furto de Veículo,Vila Guilherme,-23.506819,-46.615453,2
2022,5,19,Roubo,Bela Vista,-23.562023,-46.629762,1
2022,5,3,Roubo,Cidade Tiradentes,-23.598461,-46.385866,3
2023,5,5,Lesão Corporal,Itaquera,-23.546001,-46.440685,2
2022,6,18,Furto de Veículo,Centro,-23.54173,-46.637414,1
2023,5,15,Roubo,Barra Funda,-23.525169,-46.66426,3
2022,4,16,Roubo,Mooca,-23.554886,-46.595648,1
2023,9,0,Furto,Penha,-23.540242,-46.538155,1
2022,12,0,Furto de Veículo,Mooca,-23.552761,-46.585658,2
2023,6,23,Furto de Veículo,Sé,-23.545225,-46.642499,1
2024,9,16,Furto,Guaianazes,-23.54106,-46.378913,1
2023,2,8,Roubo,Vila Guilherme,-23.505794,-46.615537,1
2023,10,18,Roubo,Sé,-23.543905,-46.641012,1
2024,7,17,Roubo de Veículo,Brasilândia,-23.435372,-46.712621,2
2022,6,6,Furto de Veículo,Sé,-23.540544,-46.635808,1
2023,8,8,Roubo,Penha,-23.533956,-46.553966,1
2023,8,17,Roubo,Itaim Bibi,-23.593096,-46.6787,1
2022,8,12,Roubo de Veículo,Campo Limpo,-23.619453,-46.747901,1
2023,1,23,Roubo de Veículo,Penha,-23.525558,-46.543114,1
2024,5,10,Tráfico de Entorpecentes,Penha,-23.534193,-46.537399,2
2024,11,17,Furto de Veículo,Lapa,-23.519767,-46.69989,1
2023,10,16,Furto,São Miguel,-23.497749,-46.454146,1
2023,1,13,Homicídio,Brooklin,-23.622592,-46.696863,1
2024,2,20,Furto de Veículo,Campo Limpo,-23.635349,-46.745629,1
2022,5,2,Roubo,Brasilândia,-23.42129,-46.685982,1
2022,5,15,Roubo,Capão Redondo,-23.667489,-46.75714,1
2022,6,19,Furto,Vila Madalena,-23.546736,-46.697257,2
2022,11,13,Furto de Veículo,Mooca,-23.559819,-46.606975,1
2022,4,23,Roubo de Veículo,Santana,-23.506643,-46.618104,1
2023,3,22,Roubo,Cidade Tiradentes,-23.604505,-46.392003,2
2024,10,19,Lesão Corporal,Barra Funda,-23.512809,-46.665617,2
2024,12,16,Furto,Bela Vista,-23.566081,-46.65676,2
2022,4,19,Roubo,Capão Redondo,-23.677329,-46.763549,1
2023,10,12,Tráfico de Entorpecentes,Itaim Bibi,-23.59097,-46.684868,1
2024,10,22,Furto,Itaquera,-23.526762,-46.453982,1
2022,2,7,Lesão Corporal,Sé,-23.551671,-46.648462,2
2023,8,13,Roubo de Veículo,Ipiranga,-23.558866,-46.616716,1
2022,10,0,Tráfico de Entorpecentes,Consolação,-23.547313,-46.667977,1
2023,1,6,Furto,Penha,-23.531846,-46.550401,1
2022,3,11,Furto,Capão Redondo,-23.675388,-46.758613,1
2024,5,9,Furto,Brás,-23.547972,-46.611014,1
2024,6,10,Roubo,Brás,-23.547569,-46.62105,1
2024,6,4,Furto de Veículo,Penha,-23.509788,-46.540765,1
2023,5,6,Furto de Veículo,Penha,-23.532696,-46.529526,1
2024,3,8,Roubo,São Miguel,-23.495304,-46.442503,1
2024,1,13,Furto de Veículo,Penha,-23.532742,-46.528355,2
2022,4,10,Roubo,Cidade Tiradentes,-23.590002,-46.402175,1
2024,3,19,Roubo,Liberdade,-23.543238,-46.639514,1
2022,9,20,Furto,Mooca,-23.545586,-46.611528,1
2023,11,15,Roubo,Santana,-23.489158,-46.626123,1
2022,2,6,Furto,Cidade Tiradentes,-23.599399,-46.397258,2
2023,11,16,Lesão Corporal,Lapa,-23.523313,-46.710031,1
2024,7,11,Roubo de Veículo,Guaianazes,-23.552177,-46.399506,1
2022,8,9,Lesão Corporal,Brás,-23.537521,-46.628626,1
2022,10,19,Roubo,Mooca,-23.55515,-46.608652,3
2022,10,0,Roubo,Campo Limpo,-23.624157,-46.758942,1
2022,12,18,Furto de Veículo,Centro,-23.546424,-46.634625,1
2024,1,17,Furto,Consolação,-23.554017,-46.653109,1
2023,8,20,Furto de Veículo,Santo Amaro,-23.645785,-46.705741,1
2024,8,3,Tráfico de Entorpecentes,São Miguel,-23.486212,-46.450916,2
2022,2,18,Roubo,Brooklin,-23.629979,-46.709124,1
2022,9,14,Lesão Corporal,Brooklin,-23.625569,-46.695505,1
2024,6,23,Furto,Consolação,-23.550802,-46.665577,1
2024,4,13,Furto,Sacomã,-23.595013,-46.597243,1
2023,10,8,Roubo de Veículo,Sacomã,-23.600279,-46.584286,1
2023,6,18,Furto de Veículo,Cidade Tiradentes,-23.592624,-46.40464,1
2023,7,3,Furto,Bela Vista,-23.555459,-46.644496,1
2024,9,21,Furto,Sé,-23.555471,-46.624339,2
2023,8,23,Roubo,Penha,-23.526535,-46.541598,2
2023,7,14,Roubo de Veículo,Bela Vista,-23.56313,-46.643154,1
2023,3,8,Roubo de Veículo,Campo Limpo,-23.638615,-46.752883,1
2023,5,9,Roubo de Veículo,Vila Guilherme,-23.504145,-46.623703,1
2023,10,11,Furto,Brás,-23.550126,-46.616799,2
2024,12,22,Furto,Centro,-23.551083,-46.627803,2
2022,12,20,Furto,Consolação,-23.560774,-46.655285,1
2023,3,11,Furto,Vila Guilherme,-23.506029,-46.614238,1
2024,5,9,Roubo,São Miguel,-23.502933,-46.448384,1
2023,4,11,Furto de Veículo,Jardins,-23.572487,-46.651813,1
2023,2,18,Roubo,Penha,-23.513272,-46.531819,1
2024,11,17,Roubo de Veículo,Cidade Tiradentes,-23.592028,-46.410939,1
2023,3,0,Roubo de Veículo,Vila Madalena,-23.549227,-46.677212,1
2023,6,17,Lesão Corporal,Itaquera,-23.527913,-46.441846,1
2022,1,13,Tráfico de Entorpecentes,Santo Amaro,-23.63593,-46.710747,2
2022,8,12,Lesão Corporal,Barra Funda,-23.532722,-46.663814,2
2022,12,21,Furto de Veículo,Itaquera,-23.539212,-46.456836,1
2024,4,23,Tráfico de Entorpecentes,São Miguel,-23.488853,-46.453533,1
2024,5,14,Furto de Veículo,Penha,-23.530794,-46.525729,1
2022,1,18,Tráfico de Entorpecentes,Mooca,-23.544395,-46.60093,1
2022,5,17,Roubo,Casa Verde,-23.501523,-46.664643,2
2024,3,8,Tráfico de Entorpecentes,Jardins,-23.574661,-46.667505,1
2023,8,22,Roubo,Sé,-23.547249,-46.640961,1
2022,8,19,Tráfico de Entorpecentes,Brás,-23.548043,-46.623852,1
2024,6,16,Furto,Cidade Tiradentes,-23.588495,-46.381433,1
2022,8,17,Lesão Corporal,Ipiranga,-23.598043,-46.607335,1
2024,2,6,Furto,Brás,-23.541701,-46.624886,2
2024,12,8,Furto de Veículo,Consolação,-23.558225,-46.665532,3
2022,12,7,Roubo,Pinheiros,-23.563945,-46.690918,1
2022,12,11,Homicídio,São Miguel,-23.503457,-46.431968,2
2022,1,13,Furto de Veículo,Santo Amaro,-23.658156,-46.7098,1
2023,3,22,Furto,Vila Guilherme,-23.503796,-46.616486,1
2022,7,15,Furto,Brás,-23.533648,-46.610114,1
2023,3,11,Furto de Veículo,Liberdade,-23.563974,-46.632083,1
2023,8,4,Furto,Lapa,-23.526322,-46.695918,2
2023,10,10,Roubo,Barra Funda,-23.544713,-46.669314,1
2023,7,12,Furto,Penha,-23.531511,-46.527225,1
2024,10,6,Roubo,Ipiranga,-23.579122,-46.591826,3
2022,6,20,Roubo,Sé,-23.541886,-46.619398,1
2024,4,21,Roubo,Sé,-23.560437,-46.636996,2
2022,10,15,Furto de Veículo,Vila Guilherme,-23.535815,-46.609377,2
2024,9,19,Roubo,Itaquera,-23.528668,-46.447355,3
2022,6,7,Furto de Veículo,Ipiranga,-23.594408,-46.614309,1
2022,3,18,Furto,Penha,-23.530613,-46.557892,2
2023,8,9,Furto de Veículo,Mooca,-23.548473,-46.60143,1
2024,1,3,Furto,Sacomã,-23.59558,-46.584363,2
2023,12,14,Tráfico de Entorpecentes,Liberdade,-23.578338,-46.628956,2
2022,12,14,Roubo,Sacomã,-23.59297,-46.589663,2
2022,11,8,Lesão Corporal,Centro,-23.551786,-46.638467,1
2023,8,19,Furto,Consolação,-23.560627,-46.658762,1
2023,5,18,Furto,Vila Madalena,-23.560417,-46.681599,2
2022,2,14,Furto de Veículo,São Miguel,-23.491961,-46.455366,1
2022,6,15,Roubo,Sacomã,-23.589756,-46.58874,3
2022,9,18,Furto de Veículo,Capão Redondo,-23.676765,-46.754526,3
2023,11,9,Furto,Cidade Tiradentes,-23.587055,-46.400723,1
2022,7,18,Furto,Capão Redondo,-23.65185,-46.763765,1
2024,2,1,Furto,Cidade Tiradentes,-23.593521,-46.395578,3
2023,11,20,Furto,Campo Limpo,-23.633626,-46.762563,1
2023,5,16,Homicídio,Cidade Tiradentes,-23.607263,-46.388706,1
2023,11,21,Roubo,Brooklin,-23.619447,-46.70363,2
2022,9,13,Furto de Veículo,Itaquera,-23.558383,-46.468256,1
2023,7,21,Roubo de Veículo,Santo Amaro,-23.651356,-46.717639,1
2023,3,19,Furto,Brás,-23.534023,-46.624388,1
2023,10,10,Lesão Corporal,Centro,-23.535233,-46.636299,1
2023,8,8,Furto de Veículo,Liberdade,-23.558967,-46.624528,1
2022,6,0,Furto,Cidade Tiradentes,-23.586275,-46.388897,1
2024,12,12,Lesão Corporal,Lapa,-23.515939,-46.6987,1
2022,3,17,Roubo de Veículo,Ipiranga,-23.586195,-46.606546,1
2022,1,12,Furto de Veículo,Lapa,-23.519438,-46.713104,1
2022,10,14,Lesão Corporal,Santana,-23.502025,-46.613452,2
2022,11,18,Furto,Campo Limpo,-23.630401,-46.753316,1
2023,4,15,Roubo,Itaquera,-23.535353,-46.445983,2
2024,1,17,Furto,Barra Funda,-23.535768,-46.645369,2
2022,6,9,Furto,Sacomã,-23.593606,-46.594497,3
2023,11,23,Furto,Guaianazes,-23.552809,-46.380729,1
2024,2,19,Furto de Veículo,Sé,-23.559006,-46.642019,3
2022,10,9,Roubo,Guaianazes,-23.539165,-46.390348,1
2023,2,6,Lesão Corporal,Vila Guilherme,-23.515857,-46.618185,1
2022,3,7,Furto,Itaim Bibi,-23.581608,-46.685974,1
2022,1,5,Homicídio,Itaquera,-23.542558,-46.473242,1
2022,8,9,Tráfico de Entorpecentes,Santana,-23.505509,-46.629106,2
2024,11,16,Furto,Sé,-23.553516,-46.630549,3
2024,12,22,Tráfico de Entorpecentes,Casa Verde,-23.511847,-46.662362,1
2023,8,0,Furto,Vila Guilherme,-23.53201,-46.626766,2
2024,2,10,Furto,Mooca,-23.543157,-46.592545,1
2022,5,4,Roubo de Veículo,Mooca,-23.554138,-46.593566,1
2023,5,2,Tráfico de Entorpecentes,Centro,-23.544924,-46.634331,2
2022,1,10,Roubo,Ipiranga,-23.586847,-46.619551,1
2022,11,2,Furto de Veículo,Campo Limpo,-23.634969,-46.761176,1
2022,5,16,Furto,Capão Redondo,-23.685913,-46.767395,1
2023,2,22,Lesão Corporal,Consolação,-23.535968,-46.657899,1
2024,7,10,Lesão Corporal,Ipiranga,-23.596997,-46.622442,2
2023,2,3,Furto de Veículo,Penha,-23.528612,-46.545175,1
2023,8,9,Lesão Corporal,Penha,-23.525179,-46.555699,1
2022,7,4,Roubo,Lapa,-23.504731,-46.689753,2
2023,7,19,Roubo,Pirituba,-23.472801,-46.744844,1
2023,7,20,Furto,Brás,-23.528163,-46.60743,1
2023,8,19,Roubo de Veículo,Brasilândia,-23.418401,-46.700008,1
2022,11,9,Furto,Sacomã,-23.604158,-46.576637,1
2022,9,16,Roubo de Veículo,Brasilândia,-23.444479,-46.687815,1
2022,2,15,Furto,Brasilândia,-23.454566,-46.683949,1
2022,12,7,Furto de Veículo,Santana,-23.487818,-46.644923,2
2023,5,9,Lesão Corporal,Campo Limpo,-23.633182,-46.75148,1
2024,5,14,Furto,São Miguel,-23.485246,-46.442598,1
2023,3,15,Roubo,Pinheiros,-23.549702,-46.680433,1
2023,3,21,Lesão Corporal,Pirituba,-23.465795,-46.728243,1
2023,8,8,Furto,Consolação,-23.553875,-46.670537,1
2024,8,2,Roubo,Casa Verde,-23.519602,-46.65177,2
2023,3,20,Furto de Veículo,Brasilândia,-23.443509,-46.702176,1
2024,9,22,Roubo,Vila Guilherme,-23.516302,-46.62627,1
2022,1,11,Roubo,São Miguel,-23.492825,-46.439609,1
2022,11,15,Furto,Brasilândia,-23.436825,-46.709818,1
2023,8,19,Roubo,Brasilândia,-23.426297,-46.687972,1
2023,7,22,Roubo,São Miguel,-23.505608,-46.442161,1
2022,9,16,Lesão Corporal,Mooca,-23.546209,-46.597415,1
2024,6,18,Furto de Veículo,São Miguel,-23.486838,-46.447337,1
2023,6,20,Tráfico de Entorpecentes,Sé,-23.54049,-46.629314,1
2024,3,13,Lesão Corporal,Centro,-23.552392,-46.635922,3
2023,6,17,Roubo,Pirituba,-23.471312,-46.744826,1
2024,10,5,Furto,Vila Guilherme,-23.525501,-46.607924,1
2023,2,11,Roubo de Veículo,Sé,-23.549679,-46.636962,1
2024,10,19,Furto,Brasilândia,-23.426702,-46.689713,1
2022,10,9,Roubo,Casa Verde,-23.48707,-46.657283,1
2023,7,21,Roubo,Barra Funda,-23.510216,-46.668827,1
2022,12,10,Roubo,Ipiranga,-23.591037,-46.609209,2
2023,3,3,Roubo,Ipiranga,-23.578031,-46.602735,1
2022,6,17,Roubo,Cidade Tiradentes,-23.589531,-46.38095,1
2023,2,3,Roubo,Brasilândia,-23.435263,-46.697144,2
2024,12,10,Roubo,Brooklin,-23.627237,-46.689629,3
2024,11,11,Roubo,Vila Madalena,-23.561145,-46.705954,2
2024,1,9,Furto de Veículo,Liberdade,-23.559818,-46.631037,1
2022,12,10,Roubo,Cidade Tiradentes,-23.59028,-46.382765,1
2022,6,17,Roubo,Barra Funda,-23.523733,-46.673214,1
2022,4,19,Tráfico de Entorpecentes,Sé,-23.556062,-46.629301,1
2024,5,9,Furto,Sé,-23.547807,-46.634636,1
2022,10,4,Lesão Corporal,Centro,-23.546007,-46.638934,1
2022,8,12,Furto,Cidade Tiradentes,-23.597861,-46.378015,1
2023,6,4,Furto,Capão Redondo,-23.661352,-46.760726,1
2024,11,9,Roubo,Pinheiros,-23.558697,-46.686169,1
2022,2,7,Furto,Vila Madalena,-23.560806,-46.690541,1
2023,3,21,Furto,Sacomã,-23.605593,-46.589282,1
2024,3,23,Furto de Veículo,Campo Limpo,-23.633624,-46.749139,3
2022,2,21,Furto,Brasilândia,-23.416791,-46.697686,1
2024,1,17,Roubo,Consolação,-23.569342,-46.671283,1
2023,12,14,Furto de Veículo,Penha,-23.51345,-46.543591,2
2022,4,6,Furto,Brás,-23.542123,-46.610629,1
2023,3,21,Furto,Itaim Bibi,-23.587392,-46.6827,1
2022,10,19,Roubo,Cidade Tiradentes,-23.608961,-46.405326,1
2022,6,0,Tráfico de Entorpecentes,Brás,-23.546574,-46.609881,1
2024,8,13,Roubo,Casa Verde,-23.505492,-46.656245,1
2024,7,18,Tráfico de Entorpecentes,Pinheiros,-23.578093,-46.673243,1
2022,8,23,Furto de Veículo,Casa Verde,-23.505334,-46.660722,1
2023,12,7,Furto,Brasilândia,-23.434148,-46.698204,2
2024,7,14,Roubo de Veículo,Cidade Tiradentes,-23.596152,-46.387301,1
2023,9,19,Tráfico de Entorpecentes,Centro,-23.551864,-46.644123,1
2023,12,20,Furto,Bela Vista,-23.570253,-46.652262,3
2022,2,16,Furto,Cidade Tiradentes,-23.604304,-46.400455,1
2023,2,17,Lesão Corporal,Cidade Tiradentes,-23.596898,-46.405805,3
2024,1,1,Roubo,Brasilândia,-23.430524,-46.702422,1
2023,7,15,Lesão Corporal,Itaquera,-23.528875,-46.456773,1
2022,6,18,Roubo,Brás,-23.532719,-46.619127,1
2022,3,13,Roubo de Veículo,Barra Funda,-23.541407,-46.666379,3
2024,1,1,Roubo de Veículo,Vila Guilherme,-23.502008,-46.607612,1
2023,2,13,Roubo,Guaianazes,-23.543233,-46.398288,1
2022,4,13,Tráfico de Entorpecentes,Penha,-23.528831,-46.531191,2
2023,7,3,Furto,Brooklin,-23.620464,-46.703855,3
2024,3,21,Roubo de Veículo,Sacomã,-23.602974,-46.580926,1
2024,5,20,Roubo de Veículo,Capão Redondo,-23.671429,-46.755129,2
2023,4,9,Furto de Veículo,Penha,-23.525703,-46.538624,1
2023,2,18,Roubo,Pirituba,-23.476,-46.743695,1
2022,10,1,Roubo,Barra Funda,-23.533168,-46.657649,3
2024,10,5,Roubo,Sacomã,-23.589306,-46.577539,1
2024,5,23,Furto,Santo Amaro,-23.652378,-46.702346,1
2022,1,23,Furto de Veículo,São Miguel,-23.504631,-46.441965,3
2022,6,14,Roubo,Mooca,-23.557974,-46.610348,1
2022,4,23,Furto,Ipiranga,-23.584254,-46.612678,1
2023,1,21,Furto,Penha,-23.528574,-46.550739,2
2023,10,23,Roubo de Veículo,Brooklin,-23.624333,-46.704151,1
2023,11,18,Furto,Penha,-23.519896,-46.536954,2
2023,6,9,Furto,São Miguel,-23.480537,-46.447619,1
2022,1,4,Furto,Penha,-23.518673,-46.554613,1
2023,9,20,Roubo,Sé,-23.561373,-46.633196,1
2022,2,18,Tráfico de Entorpecentes,Guaianazes,-23.56683,-46.376553,2
2023,5,12,Furto,Pinheiros,-23.554504,-46.679649,3
2023,2,10,Roubo,Casa Verde,-23.501526,-46.663227,1
2023,11,22,Furto,Centro,-23.543353,-46.642376,1
2023,4,17,Lesão Corporal,Lapa,-23.531041,-46.709197,1
2024,9,12,Roubo de Veículo,Brasilândia,-23.435421,-46.696749,1
2022,1,8,Tráfico de Entorpecentes,Consolação,-23.552088,-46.658457,2
2024,9,17,Furto,Centro,-23.552529,-46.630348,1
2022,2,18,Homicídio,Cidade Tiradentes,-23.592988,-46.37493,1
2024,11,11,Furto,Centro,-23.534368,-46.640957,1
2024,6,23,Roubo,Santo Amaro,-23.656097,-46.700392,3
2023,9,12,Furto,Itaquera,-23.536686,-46.454837,1
2024,10,2,Roubo,Santo Amaro,-23.649696,-46.712183,1
2024,3,16,Lesão Corporal,Sé,-23.553082,-46.633941,1
2023,7,11,Roubo,Brasilândia,-23.431615,-46.707937,3
2022,1,19,Lesão Corporal,Casa Verde,-23.503146,-46.661123,1
2022,7,14,Furto de Veículo,Bela Vista,-23.555697,-46.642816,1
2022,1,10,Furto,Itaquera,-23.53487,-46.436658,1
2024,7,18,Homicídio,Bela Vista,-23.545464,-46.638997,1
2024,7,3,Roubo de Veículo,Brooklin,-23.616205,-46.685309,2
2022,5,21,Roubo,Mooca,-23.566297,-46.598394,1
2023,4,17,Furto,São Miguel,-23.488412,-46.45213,1
2022,7,4,Furto,Barra Funda,-23.52933,-46.661952,1
2024,10,11,Furto de Veículo,Barra Funda,-23.538083,-46.666022,3
2022,12,20,Roubo de Veículo,Lapa,-23.516084,-46.68722,3
2024,4,7,Furto de Veículo,Capão Redondo,-23.668678,-46.761093,1
2022,1,13,Roubo,Itaquera,-23.525345,-46.461,2
2022,7,13,Furto,Sacomã,-23.59828,-46.586655,1
2024,7,12,Furto,Lapa,-23.515254,-46.709607,3
2023,2,19,Furto de Veículo,Sacomã,-23.59872,-46.591771,1
2022,4,20,Furto de Veículo,Lapa,-23.530926,-46.709106,1
2022,10,18,Roubo,Sacomã,-23.60955,-46.591984,2
2022,7,15,Roubo,Vila Madalena,-23.556435,-46.680222,1
2022,11,15,Furto,Brasilândia,-23.43173,-46.698945,1
2024,12,23,Tráfico de Entorpecentes,Consolação,-23.557781,-46.662641,3
2023,3,16,Lesão Corporal,Bela Vista,-23.562438,-46.648473,1
2024,8,7,Furto de Veículo,Brooklin,-23.630848,-46.679172,2
2024,8,20,Roubo de Veículo,Centro,-23.540753,-46.630141,1
2022,10,0,Furto,Campo Limpo,-23.63954,-46.745027,3
2024,4,16,Roubo,Sacomã,-23.594897,-46.593318,1
2023,4,11,Lesão Corporal,Casa Verde,-23.498407,-46.661424,3
2023,8,16,Roubo de Veículo,Barra Funda,-23.539395,-46.664461,1
2022,7,3,Furto de Veículo,Vila Guilherme,-23.506802,-46.610986,1
2024,5,23,Roubo de Veículo,Lapa,-23.53738,-46.695373,1
2023,12,18,Roubo,Penha,-23.538344,-46.532506,1
2022,10,17,Furto de Veículo,Vila Guilherme,-23.526152,-46.61564,3
2024,4,8,Furto de Veículo,Pirituba,-23.454173,-46.7293,1
2023,11,11,Roubo,Consolação,-23.563497,-46.648691,1
2024,10,16,Furto,Lapa,-23.512331,-46.705698,1
2024,11,18,Roubo,Itaquera,-23.539565,-46.472573,3
2024,11,10,Roubo de Veículo,Guaianazes,-23.546442,-46.388546,1
2022,10,21,Furto,Capão Redondo,-23.681829,-46.744797,1
2023,3,18,Furto de Veículo,São Miguel,-23.50548,-46.43503,1
2022,6,14,Roubo de Veículo,Cidade Tiradentes,-23.600322,-46.391266,1
2024,9,9,Furto de Veículo,Capão Redondo,-23.682821,-46.756427,1
2024,9,19,Furto,Santana,-23.505161,-46.636498,1
2024,10,11,Tráfico de Entorpecentes,Penha,-23.515387,-46.530798,2
2023,11,19,Furto de Veículo,Ipiranga,-23.583556,-46.607062,2
2022,1,19,Roubo,Sacomã,-23.589556,-46.600968,1
2023,3,7,Furto,Penha,-23.518245,-46.544807,1
2023,5,8,Roubo,São Miguel,-23.49203,-46.452512,2
2023,6,14,Tráfico de Entorpecentes,Sé,-23.546018,-46.642196,1
2023,12,13,Furto,Santo Amaro,-23.639207,-46.733398,1
2023,1,15,Furto,Sé,-23.54787,-46.634168,1
2024,12,6,Lesão Corporal,Penha,-23.517728,-46.543413,1
2024,8,4,Roubo,Brasilândia,-23.432346,-46.697606,1
2024,3,8,Furto,Brasilândia,-23.444353,-46.692108,3
2023,4,4,Tráfico de Entorpecentes,Pirituba,-23.466511,-46.732891,1
2023,7,19,Tráfico de Entorpecentes,Bela Vista,-23.563071,-46.655417,1
2024,7,16,Tráfico de Entorpecentes,Itaquera,-23.535462,-46.455348,1
2023,6,9,Roubo,Guaianazes,-23.561083,-46.382275,2
2022,1,19,Lesão Corporal,São Miguel,-23.488401,-46.447374,1
2023,7,14,Roubo,Brooklin,-23.637023,-46.699706,1
2022,4,9,Tráfico de Entorpecentes,Sé,-23.543868,-46.632268,1
2024,9,15,Furto,Guaianazes,-23.556142,-46.392891,2
2024,1,21,Roubo,Brasilândia,-23.427647,-46.692424,1
2023,6,8,Furto,Guaianazes,-23.545749,-46.409193,1
2023,11,15,Roubo,Vila Madalena,-23.561491,-46.695529,1
2023,9,13,Furto,São Miguel,-23.488613,-46.443781,2
2024,4,1,Furto,Penha,-23.528477,-46.541062,1
2024,7,17,Furto,Brasilândia,-23.433806,-46.708067,1
2023,1,9,Furto de Veículo,Sé,-23.563742,-46.642944,1
2023,5,7,Lesão Corporal,Itaim Bibi,-23.595987,-46.678182,3
2024,8,21,Furto,Barra Funda,-23.523444,-46.679492,1
2024,12,6,Furto,Itaquera,-23.540729,-46.445585,1
2022,7,15,Lesão Corporal,Vila Guilherme,-23.513886,-46.598626,1
2022,8,2,Lesão Corporal,Sé,-23.556338,-46.620988,1
2023,6,11,Roubo,Santo Amaro,-23.644237,-46.700571,1
2022,7,18,Roubo,Pirituba,-23.464098,-46.723347,2
2022,12,19,Roubo,Brás,-23.559337,-46.62747,3
2023,1,11,Roubo,Itaquera,-23.535534,-46.447075,2
2023,11,8,Roubo,Sacomã,-23.595441,-46.599341,1
2024,9,9,Roubo de Veículo,Cidade Tiradentes,-23.595397,-46.38578,1
2022,9,18,Furto,Capão Redondo,-23.67429,-46.767712,2
2023,1,17,Furto,São Miguel,-23.48304,-46.445519,2
